"var","hr","pval","hr_ci95"
"PDL1.catmed",1,"9.97e-01","0.4 to 2.3"
"PDL1.cathigh",0.5,"2.04e-01","0.2 to 1.4"
"nmdns_mean.wt",1.1,"5.40e-01","0.7 to 1.7"
"age.cat>=65",1.6,"2.92e-01","0.7 to 3.7"
"gendermale",0.6,"1.20e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.89e-01","0.6 to 12.9"
"tnm_stageIII",4.7,"4.30e-02","1.1 to 21.3"
"tnm_stageIV",11.8,"1.21e-03","2.7 to 52.9"
"TMB.cathigh",1.8,"8.08e-02","0.9 to 3.6"
"PDL1.catmed",0.9,"8.04e-01","0.4 to 2"
"PDL1.cathigh",0.5,"1.84e-01","0.2 to 1.4"
"TNFRSF4_cna",1.5,"2.00e-01","0.8 to 2.7"
"age.cat>=65",1.7,"2.30e-01","0.7 to 3.9"
"gendermale",0.6,"1.35e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.94e-01","0.6 to 12.7"
"tnm_stageIII",4.7,"4.38e-02","1 to 21.1"
"tnm_stageIV",11.7,"1.22e-03","2.6 to 52.3"
"TMB.cathigh",1.4,"3.37e-01","0.7 to 3"
"PDL1.catmed",0.8,"5.17e-01","0.4 to 1.7"
"PDL1.cathigh",0.5,"1.44e-01","0.2 to 1.3"
"TNFRSF4_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.6,"2.52e-01","0.7 to 3.8"
"gendermale",0.6,"1.45e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.92e-01","0.6 to 12.8"
"tnm_stageIII",4.7,"4.48e-02","1 to 21"
"tnm_stageIV",11.9,"1.16e-03","2.7 to 53"
"TMB.cathigh",1.8,"9.38e-02","0.9 to 3.5"
"PDL1.catmed",0.8,"6.47e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.66e-01","0.2 to 1.3"
"CNKSR1_cna",1.2,"5.82e-01","0.6 to 2.5"
"age.cat>=65",1.6,"2.66e-01","0.7 to 3.7"
"gendermale",0.6,"1.44e-01","0.3 to 1.2"
"tnm_stageII",2.7,"2.06e-01","0.6 to 12.4"
"tnm_stageIII",4.7,"4.41e-02","1 to 21.1"
"tnm_stageIV",12.6,"9.79e-04","2.8 to 56.8"
"TMB.cathigh",1.7,"1.52e-01","0.8 to 3.4"
"PDL1.catmed",0.8,"6.48e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.61e-01","0.2 to 1.3"
"FUBP1_cna",1.5,"2.95e-01","0.7 to 3.1"
"age.cat>=65",1.6,"2.54e-01","0.7 to 3.8"
"gendermale",0.6,"2.00e-01","0.3 to 1.3"
"tnm_stageII",2.9,"1.69e-01","0.6 to 13.7"
"tnm_stageIII",5.1,"3.56e-02","1.1 to 23"
"tnm_stageIV",13,"8.15e-04","2.9 to 58.1"
"TMB.cathigh",1.6,"1.90e-01","0.8 to 3.2"
"PDL1.catmed",0.8,"5.12e-01","0.3 to 1.7"
"PDL1.cathigh",0.5,"1.33e-01","0.2 to 1.3"
"FUBP1_mut",0,"9.97e-01","0 to Inf"
"age.cat>=65",1.6,"2.73e-01","0.7 to 3.7"
"gendermale",0.6,"1.38e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.92e-01","0.6 to 12.8"
"tnm_stageIII",4.7,"4.49e-02","1 to 21"
"tnm_stageIV",12,"1.13e-03","2.7 to 53.3"
"TMB.cathigh",1.8,"9.34e-02","0.9 to 3.5"
"PDL1.catmed",0.8,"6.72e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.82e-01","0.2 to 1.4"
"IL10_cna",1,"8.77e-01","0.6 to 1.8"
"age.cat>=65",1.6,"2.53e-01","0.7 to 3.8"
"gendermale",0.6,"1.39e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.98e-01","0.6 to 12.6"
"tnm_stageIII",4.6,"4.54e-02","1 to 20.9"
"tnm_stageIV",11.9,"1.15e-03","2.7 to 53"
"TMB.cathigh",1.8,"9.87e-02","0.9 to 3.6"
"PDL1.catmed",0.8,"6.77e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.71e-01","0.2 to 1.4"
"IRF6_cna",1,"9.10e-01","0.6 to 1.8"
"age.cat>=65",1.6,"2.54e-01","0.7 to 3.8"
"gendermale",0.6,"1.39e-01","0.3 to 1.2"
"tnm_stageII",2.7,"1.97e-01","0.6 to 12.6"
"tnm_stageIII",4.7,"4.48e-02","1 to 21"
"tnm_stageIV",11.9,"1.14e-03","2.7 to 53.2"
"TMB.cathigh",1.8,"1.00e-01","0.9 to 3.6"
"PDL1.catmed",0.8,"6.75e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.71e-01","0.2 to 1.4"
"DNMT3A_cna",0.8,"6.65e-01","0.4 to 1.8"
"age.cat>=65",1.6,"2.71e-01","0.7 to 3.7"
"gendermale",0.6,"1.37e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.91e-01","0.6 to 12.8"
